ibge;name;uf;sphere;cnpj;population;capital
2406601;Lagoa Salgada;RN;M;08162869000144;8657;0
2406700;Lajes;RN;M;08113466000105;10094;0
2406809;Lajes Pintadas;RN;M;08159394000137;4950;0
2406908;Lucrécia;RN;M;08349045000188;3576;0
2407005;Luís Gomes;RN;M;08357600000113;9271;0
2407104;Macaíba;RN;M;08234148000100;87056;0
2407203;Macau;RN;M;08184434000109;28350;0
2407252;Major Sales;RN;M;01612383000111;4086;0
2407302;Marcelino Vieira;RN;M;08357618000115;8083;0
2407401;Martins;RN;M;08153462000150;8415;0
2407500;Maxaranguape;RN;M;08170540000125;10534;0
2407609;Messias Targino;RN;M;08349060000126;4410;0
2407708;Montanhas;RN;M;08354383000108;11785;0
2407807;Monte Alegre;RN;M;08365900000144;23953;0
2407906;Monte das Gameleiras;RN;M;08196941000154;2345;0
2408003;Mossoró;RN;M;08348971000139;278587;0
2408102;Natal;RN;M;08241747000143;784249;1
2408201;Nísia Floresta;RN;M;08167306000149;34325;0
2408300;Nova Cruz;RN;M;08144784000133;35523;0
2408409;Olho-d'Água do Borges;RN;M;08349029000195;3736;0
2408508;Ouro Branco;RN;M;08095473000121;5084;0
2408607;Paraná;RN;M;08148454000116;4048;0
2408706;Paraú;RN;M;08084691000160;3650;0
2408805;Parazinho;RN;M;08113631000129;4945;0
2408904;Parelhas;RN;M;08087561000181;22242;0
2408953;Rio do Fogo;RN;M;01612393000157;10692;0
2409100;Passa e Fica;RN;M;08144982000105;11407;0
2409209;Passagem;RN;M;08145153000139;3233;0
2409308;Patu;RN;M;08349078000128;11215;0
2409332;Santa Maria;RN;M;01612438000193;5000;0
2409407;Pau dos Ferros;RN;M;08148421000176;32123;0
2409506;Pedra Grande;RN;M;08113896000127;3736;0
2409605;Pedra Preta;RN;M;08113995000109;2495;0
2409704;Pedro Avelino;RN;M;08294654000187;6312;0
2409803;Pedro Velho;RN;M;08354896000119;14197;0
2409902;Pendências;RN;M;08122657000133;12499;0
2410009;Pilões;RN;M;08148488000100;2992;0
2410108;Poço Branco;RN;M;08311904000140;12565;0
2410207;Portalegre;RN;M;08358053000190;7859;0
2410256;Porto do Mangue;RN;M;01612371000197;5351;0
2410306;Serra Caiada;RN;M;08078412000156;11203;0
2410405;Pureza;RN;M;08290223000142;9752;0
2410504;Rafael Fernandes;RN;M;08357675000102;5682;0
2410603;Rafael Godeiro;RN;M;08349037000131;3005;0
2410702;Riacho da Cruz;RN;M;08153454000104;2724;0
2410801;Riacho de Santana;RN;M;08357634000108;4245;0
2410900;Riachuelo;RN;M;08364655000150;7646;0
2411007;Rodolfo Fernandes;RN;M;08153819000109;4345;0
2411056;Tibau;RN;M;01622882000190;5748;0
2411106;Ruy Barbosa;RN;M;08078958000107;3253;0
2411205;Santa Cruz;RN;M;08358889000195;39101;0
2411403;Santana do Matos;RN;M;08110439000189;12722;0
2411429;Santana do Seridó;RN;M;08088247000113;2796;0
2411502;Santo Antônio;RN;M;08144800000198;22793;0
2411601;São Bento do Norte;RN;M;08114514000180;3442;0
2411700;São Bento do Trairí;RN;M;08160467000100;3890;0
2411809;São Fernando;RN;M;08096612000131;3606;0
2411908;São Francisco do Oeste;RN;M;08154015000116;4319;0
2412005;São Gonçalo do Amarante;RN;M;08079402000135;124495;0
2412104;São João do Sabugi;RN;M;08095960000194;6136;0
2412203;São José de Mipibu;RN;M;08365850000103;50053;0
2412302;São José do Campestre;RN;M;08146425000115;11298;0
2412401;São José do Seridó;RN;M;08096083000176;4733;0
2412500;São Miguel;RN;M;08355463000188;24422;0
2412559;São Miguel do Gostoso;RN;M;01612396000190;10636;0
2412609;São Paulo do Potengi;RN;M;08079774000161;17371;0
2412708;São Pedro;RN;M;08079915000146;5890;0
2412807;São Rafael;RN;M;08085417000106;7889;0
2412906;São Tomé;RN;M;08080210000149;10161;0
2413003;São Vicente;RN;M;08308470000129;6530;0
2413102;Senador Elói de Souza;RN;M;08449571000110;6027;0
2413201;Senador Georgino Avelino;RN;M;08168478000137;4202;0
2413300;Serra de São Bento;RN;M;08146680000168;5866;0
2413359;Serra do Mel;RN;M;12755971000120;13819;0
2413409;Serra Negra do Norte;RN;M;08096372000175;7800;0
2413508;Serrinha;RN;M;08144792000180;6608;0
2413557;Serrinha dos Pintos;RN;M;01613858000194;4810;0
2413607;Severiano Melo;RN;M;08358046000199;5616;0
2413706;Sítio Novo;RN;M;08160756000100;4746;0
2413805;Taboleiro Grande;RN;M;08157810000168;2409;0
2413904;Taipu;RN;M;08114753000130;11708;0
2414001;Tangará;RN;M;08159089000145;13583;0
2414100;Tenente Ananias;RN;M;08357667000158;10610;0
2414159;Tenente Laurentino Cruz;RN;M;01612382000177;6152;0
2414209;Tibau do Sul;RN;M;08168775000182;18080;0
2414308;Timbaúba dos Batistas;RN;M;08096596000187;2424;0
2414407;Touros;RN;M;08234155000102;34767;0
2414456;Triunfo Potiguar;RN;M;01612376000110;3477;0
2414506;Umarizal;RN;M;08348963000192;10655;0
2414605;Upanema;RN;M;08085771000130;14048;0
2414704;Várzea;RN;M;08168940000104;5387;0
2414753;Venha-Ver;RN;M;01612380000188;3005;0
2414803;Vera Cruz;RN;M;08362915000159;11053;0
2414902;Viçosa;RN;M;08158198000148;1900;0
2500106;Água Branca;PB;M;09145368000112;9580;0
2500205;Aguiar;PB;M;08939944000130;5026;0
2500304;Alagoa Grande;PB;M;08753204000105;26655;0
2500403;Alagoa Nova;PB;M;08700684000146;21823;0
2500502;Alagoinha;PB;M;08926263000138;14140;0
2500536;Alcantil;PB;M;01612470000179;5806;0
2500577;Algodão de Jandaíra;PB;M;01612471000113;3143;0
2500601;Alhandra;PB;M;08778318000100;23065;0
2500700;São João do Rio do Peixe;PB;M;08924029000171;18500;0
2500734;Amparo;PB;M;01612473000102;2328;0
2500775;Aparecida;PB;M;01613168000135;8257;0
2500809;Araçagi;PB;M;08778029000100;16991;0
2500908;Arara;PB;M;08778755000123;12482;0
2501005;Araruna;PB;M;08927105000100;17360;0
2501104;Areia;PB;M;08754111000103;23031;0
2501153;Areia de Baraúnas;PB;M;01612685000190;2027;0
2501203;Areial;PB;M;08701062000132;7434;0
2501302;Aroeiras;PB;M;08865636000108;19142;0
2501351;Assunção;PB;M;01612635000102;4383;0
2501401;Baía da Traição;PB;M;08894859000101;9741;0
2501500;Bananeiras;PB;M;08927915000159;24134;0
2501534;Baraúna;PB;M;01612512000171;5010;0
2501575;Barra de Santana;PB;M;01612535000186;8247;0
2501609;Barra de Santa Rosa;PB;M;08993925000192;13024;0
2501708;Barra de São Miguel;PB;M;08701708000181;6123;0
2501807;Bayeux;PB;M;08924581000160;83862;0
2501906;Belém;PB;M;08928517000157;16710;0
2502003;Belém do Brejo do Cruz;PB;M;08920126000196;6272;0
2502052;Bernardino Batista;PB;M;01621539000120;3677;0
2502102;Boa Ventura;PB;M;08940702000167;5246;0
2502151;Boa Vista;PB;M;01612538000110;6592;0
2502201;Bom Jesus;PB;M;08923989000117;2328;0
2502300;Bom Sucesso;PB;M;08920571000156;4720;0
2502409;Bonito de Santa Fé;PB;M;08924037000118;10433;0
2502508;Boqueirão;PB;M;08702573000179;18216;0
2502607;Igaracy;PB;M;08885139000171;5719;0
2502706;Borborema;PB;M;09070400000148;4185;0
2603405;Calumbi;PE;M;10279107000174;5354;0
2603454;Camaragibe;PE;M;08260663000157;156112;0
2603504;Camocim de São Félix;PE;M;10766129000169;18018;0
2603603;Camutanga;PE;M;11362779000101;7962;0
2603702;Canhotinho;PE;M;10132777000163;25103;0
2603801;Capoeiras;PE;M;11256088000123;18854;0
2603900;Carnaíba;PE;M;11367414000170;19533;0
2603926;Carnaubeira da Penha;PE;M;35444991000186;12712;0
2604007;Carpina;PE;M;11097342000198;83482;0
2604106;Caruaru;PE;M;10091536000113;405408;0
2604155;Casinhas;PE;M;01618704000195;13468;0
2604205;Catende;PE;M;10186138000180;33086;0
2604304;Cedro;PE;M;11361219000132;10843;0
2604403;Chã de Alegria;PE;M;11049798000182;13496;0
2604502;Chã Grande;PE;M;11049806000190;21258;0
2604601;Condado;PE;M;10150068000100;25416;0
2604700;Correntes;PE;M;11286358000149;17670;0
2604809;Cortês;PE;M;10273548000169;10426;0
2604908;Cumaru;PE;M;11097391000120;16215;0
2605004;Cupira;PE;M;10191799000102;24343;0
2605103;Custódia;PE;M;11358165000156;39609;0
2605152;Dormentes;PE;M;35667377000183;17850;0
2605202;Escada;PE;M;11294303000180;62174;0
2605301;Exu;PE;M;11040870000100;33486;0
2605400;Feira Nova;PE;M;11097243000106;22222;0
2605509;Ferreiros;PE;M;11361870000102;15955;0
2605608;Flores;PE;M;10347466000111;20776;0
2605707;Floresta;PE;M;10113736000120;31702;0
2605806;Frei Miguelinho;PE;M;11361854000110;14055;0
2605905;Gameleira;PE;M;11343902000147;17583;0
2606002;Garanhuns;PE;M;11303906000100;151803;0
3145505;Olímpio Noronha;MG;M;18188276000100;2618;0
3145604;Oliveira;MG;M;16854531000181;40576;0
3145703;Oliveira Fortes;MG;M;17747957000107;2058;0
3145802;Onça de Pitangui;MG;M;18313858000171;3024;0
3145851;Oratórios;MG;M;01616836000188;5102;0
3145877;Orizânia;MG;M;01616271000139;8828;0
3145901;Ouro Branco;MG;M;18295329000192;40638;0
3146008;Ouro Fino;MG;M;18671271000134;33285;0
3146107;Ouro Preto;MG;M;18295295000136;77914;0
3146206;Ouro Verde de Minas;MG;M;18404947000123;5847;0
3146255;Padre Carvalho;MG;M;01612490000140;5045;0
3146305;Padre Paraíso;MG;M;18404764000108;17463;0
3146404;Paineiras;MG;M;18296673000104;4253;0
3146503;Pains;MG;M;20920575000130;8353;0
3146552;Pai Pedro;MG;M;01612479000180;5616;0
3146602;Paiva;MG;M;17747965000145;1495;0
3146701;Palma;MG;M;17734906000132;5699;0
3146750;Palmópolis;MG;M;66234345000118;6342;0
3146909;Papagaios;MG;M;18313866000118;14202;0
3147006;Paracatu;MG;M;18278051000145;99005;0
3147105;Pará de Minas;MG;M;18313817000185;102844;0
3147204;Paraguaçu;MG;M;18008193000192;22452;0
3147303;Paraisópolis;MG;M;18025965000102;21076;0
3147402;Paraopeba;MG;M;18116160000166;24899;0
3147501;Passabém;MG;M;18299511000111;1609;0
3147600;Passa Quatro;MG;M;23245806000145;15847;0
3147709;Passa Tempo;MG;M;18039503000136;8716;0
3147808;Passa-Vinte;MG;M;18338210000150;2311;0
3147907;Passos;MG;M;18241745000108;116951;0
3147956;Patis;MG;M;01612478000135;4825;0
3148004;Patos de Minas;MG;M;18602011000107;169173;0
3148103;Patrocínio;MG;M;18468033000126;94357;0
3148202;Patrocínio do Muriaé;MG;M;17947607000186;5754;0
3148301;Paula Cândido;MG;M;17763715000107;8757;0
3148400;Paulistas;MG;M;18307447000173;4402;0
3148509;Pavão;MG;M;18404772000154;8143;0
3148608;Peçanha;MG;M;18409227000150;17863;0
3148707;Pedra Azul;MG;M;18414565000180;25045;0
3148756;Pedra Bonita;MG;M;01640429000106;7599;0
3148806;Pedra do Anta;MG;M;18133439000158;3366;0
3148905;Pedra do Indaiá;MG;M;18308759000100;4247;0
3149002;Pedra Dourada;MG;M;18114215000107;2916;0
3149101;Pedralva;MG;M;18025973000140;10891;0
3149150;Pedras de Maria da Cruz;MG;M;25209156000108;10601;0
3149200;Pedrinópolis;MG;M;18140335000170;3398;0
3149309;Pedro Leopoldo;MG;M;23456650000141;65174;0
3149408;Pedro Teixeira;MG;M;18338228000151;1857;0
3149507;Pequeri;MG;M;17724360000139;3461;0
3149606;Pequi;MG;M;18313874000164;4265;0
3149705;Perdigão;MG;M;18301051000119;13118;0
3149804;Perdizes;MG;M;18140772000194;17992;0
3149903;Perdões;MG;M;18244343000167;22075;0
3149952;Periquito;MG;M;01613077000108;6624;0
3150000;Pescador;MG;M;18404962000171;3559;0
3150109;Piau;MG;M;18338236000106;2854;0
3150158;Piedade de Caratinga;MG;M;01613130000162;8966;0
3150208;Piedade de Ponte Nova;MG;M;18316257000112;4054;0
3150307;Piedade do Rio Grande;MG;M;18685438000116;4694;0
3150406;Piedade dos Gerais;MG;M;18363960000181;5199;0
3150505;Pimenta;MG;M;16725962000148;8817;0
3150539;Pingo-d'Água;MG;M;01613204000160;4864;0
3150570;Pintópolis;MG;M;01612481000159;7228;0
2514404;São José de Espinharas;PB;M;08882730000175;4056;0
2514453;São José dos Ramos;PB;M;01612384000166;6137;0
2514503;São José de Piranhas;PB;M;08924052000166;19561;0
2514552;São José de Princesa;PB;M;01612684000145;3323;0
2514602;São José do Bonfim;PB;M;08882862000105;3337;0
2514651;São José do Brejo do Cruz;PB;M;01612692000191;1750;0
2514701;São José do Sabugi;PB;M;08883217000107;4283;0
2514800;São José dos Cordeiros;PB;M;08873226000109;3462;0
2514909;São Mamede;PB;M;08922718000147;7629;0
2515005;São Miguel de Taipu;PB;M;08868515000110;7307;0
2515104;São Sebastião de Lagoa de Roça;PB;M;08742439000100;11387;0
2515203;São Sebastião do Umbuzeiro;PB;M;09074998000143;3382;0
2515302;Sapé;PB;M;08917080000156;53457;0
2515401;São Vicente do Seridó;PB;M;08916124000123;10652;0
2515500;Serra Branca;PB;M;08874695000142;14131;0
2515609;Serra da Raiz;PB;M;08789737000147;3156;0
2515708;Serra Grande;PB;M;08891830000168;3056;0
2515807;Serra Redonda;PB;M;08868937000195;6975;0
2515906;Serraria;PB;M;08790172000118;4754;0
2515930;Sertãozinho;PB;M;01612771000100;5332;0
2515971;Sobrado;PB;M;01612553000168;8646;0
2516003;Solânea;PB;M;08787236000121;27748;0
2516102;Soledade;PB;M;08919425000100;14409;0
2516151;Sossêgo;PB;M;01613663000144;3476;0
2516201;Sousa;PB;M;08999674000153;70066;0
2516300;Sumé;PB;M;08874935000109;17852;0
2516409;Tacima;PB;M;08787392000192;7794;0
2516508;Taperoá;PB;M;08749525000136;14358;0
2516607;Tavares;PB;M;08944092000170;14473;0
2516706;Teixeira;PB;M;08883951000168;15129;0
2516755;Tenório;PB;M;01612649000126;3082;0
2516805;Triunfo;PB;M;08924060000102;10315;0
2516904;Uiraúna;PB;M;08924078000104;15431;0
2517001;Umbuzeiro;PB;M;08869489000144;9274;0
2517100;Várzea;PB;M;08884066000101;2777;0
2517209;Vieirópolis;PB;M;01613339000126;4967;0
2517407;Zabelê;PB;M;01612642000104;2323;0
2600054;Abreu e Lima;PE;M;08637373000180;104248;0
2600104;Afogados da Ingazeira;PE;M;10346096000106;42672;0
2600203;Afrânio;PE;M;10358174000184;19409;0
2600302;Agrestina;PE;M;10091494000110;24680;0
2600401;Água Preta;PE;M;10183929000157;26981;0
2600500;Águas Belas;PE;M;11286341000191;43822;0
2600609;Alagoinha;PE;M;11043981000170;14460;0
2600708;Aliança;PE;M;10164028000118;37349;0
2600807;Altinho;PE;M;10091502000129;21134;0
2600906;Amaraji;PE;M;11294360000160;18335;0
2601003;Angelim;PE;M;10130755000164;10591;0
2601052;Araçoiaba;PE;M;01613860000163;19996;0
2601102;Araripina;PE;M;11040854000118;90504;0
2601201;Arcoverde;PE;M;10105955000167;82487;0
2601300;Barra de Guabiraba;PE;M;10120962000138;12601;0
2601409;Barreiros;PE;M;10110989000140;42083;0
2601508;Belém de Maria;PE;M;10184703000170;10798;0
2601607;Belém do São Francisco;PE;M;10113728000183;18648;0
2601706;Belo Jardim;PE;M;10260222000105;84033;0
2601805;Betânia;PE;M;10287373000149;11961;0
2601904;Bezerros;PE;M;10091510000175;65007;0
2602001;Bodocó;PE;M;11040862000164;36145;0
2602100;Bom Conselho;PE;M;11285954000104;46202;0
2602209;Bom Jardim;PE;M;10293074000117;39289;0
2602308;Bonito;PE;M;10121515000101;39212;0
2602407;Brejão;PE;M;10131076000100;9417;0
2602506;Brejinho;PE;M;11358173000100;8033;0
2602605;Brejo da Madre de Deus;PE;M;10091528000177;51308;0
2602704;Buenos Aires;PE;M;10165165000177;13276;0
2602803;Buíque;PE;M;10105963000103;53489;0
2602902;Cabo de Santo Agostinho;PE;M;11294402000162;218049;0
2603009;Cabrobó;PE;M;10113710000181;31762;0
2603108;Cachoeirinha;PE;M;10091619000102;20673;0
2603207;Caetés;PE;M;10131720000140;30571;0
2603306;Calçado;PE;M;11034741000100;11453;0
3158201;Santa Maria do Suaçuí;MG;M;18409219000104;12817;0
3158300;Santana da Vargem;MG;M;18245183000170;6756;0
3158409;Santana de Cataguases;MG;M;17702515000136;3548;0
3158508;Santana de Pirapama;MG;M;18116178000168;7030;0
3158607;Santana do Deserto;MG;M;18338277000194;3815;0
3158706;Santana do Garambéu;MG;M;18338285000130;2171;0
3158805;Santana do Jacaré;MG;M;17888116000101;4246;0
3158904;Santana do Manhuaçu;MG;M;18385146000168;9264;0
3158953;Santana do Paraíso;MG;M;38515573000120;49025;0
3159001;Santana do Riacho;MG;M;18715458000192;5654;0
3159100;Santana dos Montes;MG;M;19718394000146;3490;0
3159209;Santa Rita de Caldas;MG;M;17857442000151;8561;0
3159308;Santa Rita de Jacutinga;MG;M;18338269000148;4826;0
3159357;Santa Rita de Minas;MG;M;66229584000180;6969;0
3159407;Santa Rita de Ibitipoca;MG;M;18094862000196;3331;0
3159506;Santa Rita do Itueto;MG;M;18413187000110;5984;0
3159605;Santa Rita do Sapucaí;MG;M;18192898000102;42517;0
3159704;Santa Rosa da Serra;MG;M;18192252000125;3487;0
3159803;Santa Vitória;MG;M;18457226000181;21914;0
3159902;Santo Antônio do Amparo;MG;M;18244335000110;17657;0
3160009;Santo Antônio do Aventureiro;MG;M;17710476000119;3896;0
3160108;Santo Antônio do Grama;MG;M;18836973000120;4352;0
3160207;Santo Antônio do Itambé;MG;M;18303222000149;3969;0
3160306;Santo Antônio do Jacinto;MG;M;18349951000136;10324;0
3160405;Santo Antônio do Monte;MG;M;16870974000166;28456;0
